,_id,id,author_id,created_at,text,Label
307522,6081cc0a73596eb9adabf20e,1.34E+18,1.16E+18,31/12/2020, • vaccines now only take 9 months      to develop • pandemicopportunity • it appears easy to control all the people with the right brand of fear,1
290573,6081b80073596eb9adaae51e,1.34E+18,350422712,31/12/2020,    see you dont understand the science here the most vulnerable include the elderly those with autoimmune disease and those on immunosuppression the vaccine wasnt tested for safety in the latter in fact only 2 months safety testing on 44000 healthy people so no ,1
271504,6081b7b673596eb9ada9df33,1.34E+18,624413,31/12/2020,pfizer concerned as uk health service pushes back seconddose interval ,0
319849,6081cc4773596eb9adaca8c1,1.34E+18,1.32E+18,31/12/2020,   first you are the one that seems to vote fortrump you are defending him with such passion second he ordered not to buy any other vaccines just moderna see the news third trump had shares in a subsidiary of moderna regeneron pharmaceutical subsidiaries of elly lilly,0
197890,6081b68273596eb9ada5d26f,1.34E+18,1.30E+18,31/12/2020,west virginia health officials mistakenly gave 42 people regeneron iv covid treatment instead of vaccine shot  my god  whats up with the womans filthy hands and the vaccine ,0
291897,6081b80673596eb9adaaf7fd,1.34E+18,98948667,31/12/2020,a lot of expats over here deciding not to get the chinese vaccine cause they dont trust china like bro what the hell are you doing here lol,2
226151,6081b6f673596eb9ada76302,1.34E+18,7.78E+17,31/12/2020, yes because the vaccine doesnt prevent you from getting the virus only from becoming sick from itand they havent proven that it still cant be spread to others so people need to still continue to wear masks even after being vaccinated,0
121126,607730400857f5cbcd3b8ff7,1.33E+18,2283145632,22/11/2020, some experts say virus will not disappear even if the vaccine is available that expert i believe is from none other than moderna it may take years to get over with this,1
63098,6076b18d0857f5cbcd37c1d3,1.33E+18,1.08E+18,30/11/2020,primeminister narendramodi asked pharmaceutical firms involved in developing and manufacturing of covid19 vaccine to give suggestions on regulatory processread more virtualmeeting pmoindia,0
83325,6076b1d20857f5cbcd38ddff,1.33E+18,9.72E+17,29/11/2020,heard quack fauci was doing the sunday talk shows about the complexities of vaccine distribution for a virus with a 999 survival rate let the private sector handle it tony let amazon do it,1
338352,6082f96673596eb9adadc4e2,1.34E+18,8131132,31/12/2020, so pfizer  my doctor recommends eliquis as the best of the antistroke blood thinner drugs so i take it but i pay through the nose for it  even with insurance its more than 200 a month for me if you lowered the price couldnt more people get off warfarin,0
219121,6081b6d873596eb9ada6fe8b,1.34E+18,16461636,31/12/2020,amen on the other hand whoever is in charge of the starbucks system should be banned from anything to do with the vaccine distribution ,0
391731,6083105773596eb9adb0f9e0,1.34E+18,9.47E+17,28/12/2020,  we trust and hold the feet of almightyand you will be alrightyjust tell the virusif the darn thing is not aware alreadyyour id mutates faster than it could saynovella moderna whatevernahere have a cup of thulasi tea,0
141201,607746ad0857f5cbcd3cdd1b,1.33E+18,67719583,28/11/2020,you do not vaccinate people who arent at risk from a disease you also dont set about planning to vaccinate millions of fit and healthy people with a vaccine that hasnt been extensively tested on human subjectswhat could go wrong,2
120440,6077303e0857f5cbcd3b8822,1.33E+18,4594596673,22/11/2020,love this firsthand account of volunteering for moderna covidvaccine trialits time to return childhood to our children and get back to normal treatments and the vaccine are coming  fast  mothersrest,2
24576,6076b10d0857f5cbcd35a22d,1.33E+18,1.25E+18,30/11/2020,moderna says will request us europe vaccine authorization monday ,0
13730,6076b0e70857f5cbcd350358,1.33E+18,172399876,30/11/2020,   pft canadians esp in conservative maga provs need an exact delivery date w premieres r going to start caring about citizens lives re covid19 now deflecting about a vaccine is not helping save lives fail call feds to do your job cdnpoli ,0
470924,6083173d73596eb9adb53c3f,1.36E+18,1.20E+18,31/01/2021, half a covid vaccineand you call yourself the health secretary,0
407225,608315fd73596eb9adb1d6c5,1.36E+18,8.03E+17,31/01/2021,there are absolutely differences in the jampj vaccine vs the mrna vaccines unclear whyperhaps type of vaccine numbers of doses types of virus present nowbut the bottom line is that jampj like pfizer amp moderna prevented hospitalizations and deaths in vaccinated ppl ,3
430839,6083165773596eb9adb31d40,1.36E+18,308886629,31/01/2021, over 100 thanks to healthcare workers not moe they found you can get 6 doses out of a vial instead of 5 with the right syringeeurope is producing the vaccine they get priority im sure if canada was producing a vaccine youd expect canadians would get priority too,0
549583,60831a1b73596eb9adb99728,1.36E+18,1.21E+18,31/01/2021,exactly travel shut down only a small but critical element we need leadership to rollout vaccines crank up asympotomatic testing in work sites ltc support not stupid photo ops bullying  blaming lies fordsgonnakillusall ,0
212233,6081b6bd73596eb9ada69e8a,1.34E+18,1.33E+18,31/12/2020,   no i actually dont eat hot dogs bc i know they are made of garbage i will not take the vaccine because i dont need it and its full unhealthy garbage stop pushing ppl to accept this garbage ive never taken a flu shot im not sick amp my immune system is great covidhoax,2
392865,608314b073596eb9adb10f4a,1.36E+18,1.35E+18,31/01/2021, yeah right after the 7 week lockdown theyd tell us itll take another 10 weeks to reach 0 then an additional 20 weeks then another 1 year lockdown due to viral mutationthe kicker with all these lockdowns is that there will never be a vaccine available due to the mutations,2
259774,6081b78773596eb9ada93c27,1.34E+18,1898923975,31/12/2020, omg which vaccine did you take,0
22064,6076b1040857f5cbcd357e38,1.33E+18,2349013513,30/11/2020,doing business before the vaccine ,0
564016,60831a6e73596eb9adba6f0c,1.36E+18,1259107381,31/01/2021,  following this story through the eu press is just like a different world they do think the commission has messed up but also that astra zeneca stiffed them took the money and then sold the vaccines elsewhere nothing to do with brexit or the uk,0
335787,6081cc8773596eb9adad8248,1.34E+18,97685505,30/12/2020,123020 355pm  all vaccine appointments are filled there are no additional appointments at this time once brevard is confirmed for additional vaccines we will make more appointments available there is no wait list walkin appointments are not accepted ,0
139217,607746a40857f5cbcd3cbfde,1.33E+18,1.24E+18,28/11/2020,   pfizer had to pay the biggest fine in us history  there are other vaccines out there hopefully from more reputable companies,1
424263,6083163d73596eb9adb2c075,1.36E+18,2310944630,31/01/2021,fema asks pentagon to ready as many as 10000 troops to support nationwide vaccine push via rhealth  health,3
359862,6082f9d073596eb9adaf03a0,1.34E+18,28715942,29/12/2020, operation warp speed has done an amazing job so far thank you president trump for your work with pfizer moderna etc and  healthcare workers,0
406252,608315f973596eb9adb1c968,1.36E+18,860338345,31/01/2021,whilst the vaccine programme amp increased testing has improved safety for carehome residents amp staff competition for selffunded admissions is greater than ever my team and i wrote a guide for care home owners  ,0
525556,608318cc73596eb9adb83f7e,1.36E+18,1.01E+18,30/01/2021, i know its so sad i just want everyone to get vaccinated and be on our way back to normalcy however that looks like post covid 19,3
259116,6081b78373596eb9ada9310c,1.34E+18,782367812,31/12/2020,      do you understand what a vaccine is in this case the vaccine is the mrna it is that technology which delivers the weakened virus and prompts the immune responseyes it can be used for other viruses but it is the mechanism of vaccinationyou are still moving goalposts,3
281146,6081b7dc73596eb9adaa64b7,1.34E+18,521754317,31/12/2020,looks like the states are dropping the ball  the fed got the vaccine to them and they cant get it to the people  if trump had sent the army to administer the vaccine all hell would have broke loose ,0
419261,6083162b73596eb9adb27c0b,1.36E+18,291699791,31/01/2021,  you dont like the truth maybe the uk should take the £500m donated to help other countries get the vaccine,0
338965,6082f96e73596eb9adadd54d,1.34E+18,4612435948,31/12/2020,   pfizer say 2 doses 3 weeks apart  how do we know that up to 3 months for 2nd dose works pfizer say no,0
413816,6083161673596eb9adb230d3,1.36E+18,21871219,31/01/2021,racial disparities in vaccine distribution demand equity in priorities ,0
140315,607746a90857f5cbcd3cd075,1.33E+18,8.96E+17,28/11/2020,  oh  not good pfizer uk cold storage facility moving to belgium before the year endbecause of brexit,0
328481,6081cc6a73596eb9adad1efa,1.34E+18,1.16E+18,31/12/2020,woah something else i just realizedsince you know they have been poisoning us w vaccines chemicals food etc foreverwhat if more people are on the spectrum than we could even imagine potus is well aware of the autism epidemic in this nation,2
220441,6081b6de73596eb9ada711ed,1.34E+18,177158171,31/12/2020,thank you very much dhhs commissioner lambrew  amp dr  for your efforts were looking forward to working closely with you   to keep all clinicians safe amp move toward instilling confidence for vaccine uptake for all of our neighbors covid19 ,3
391982,6083105873596eb9adb0febc,1.34E+18,1.02E+18,27/12/2020,the us started distribution of covid vaccinesfrontline workers are first in line then the elderly amp nursing home residentsthe fda okd moderna to roll out their vaccine as soon as next weekthe us has surpassed 300000 deaths this yeardemvoice1,3
74729,6076b1b50857f5cbcd386535,1.33E+18,1.10E+18,30/11/2020,tracking the global covid19 outbreak uk set to be first to clear pfizerbiontech vaccine  hong kong suspends all inperson classes as virus cases mount modi visits india vaccine makers as astra mulls new trial ,0
561507,60831a6173596eb9adba48cb,1.36E+18,2527607581,31/01/2021,of course it would be crass to point out that we promised vaccines in january and monday is in februarycovid19 ,0
231307,6081b70d73596eb9ada7a9a3,1.34E+18,1.32E+18,31/12/2020, your government has nothing to do with vaccine development  two turkish scientists working in a belgian lab with a british staff for a american capital company that rejected your money ,3
545962,60831a0773596eb9adb96200,1.36E+18,70445057,31/01/2021,president wants to address us tomorrow when the vaccines have arrived okay i see the strategy,0
456512,608316ba73596eb9adb47a54,1.36E+18,1.22E+18,31/01/2021, keep an eye on pfizer pfeearnings on feb 02 amp trading at a 16 discount from recent highlast week giant biopharma rivals novartis amp sanofi joined forces with pfizer to mass produce vaccine ,0
239360,6081b73373596eb9ada81bce,1.34E+18,3412710850,31/12/2020,beware of covid19 vaccine phishing scams  ,0
494291,6083184273596eb9adb67e52,1.36E+18,167475978,31/01/2021, i usually agree with you but you cannot force teachers or anyone for that matter to be vaccinated however they do need to go back to school vaccinated or not,1
105349,607730060857f5cbcd3abbe1,1.33E+18,342972141,27/11/2020,vaccine may not stop virus transmission says moderna chief scientist  ,0
319770,6081cc4773596eb9adaca823,1.34E+18,2957854851,31/12/2020,   your logic impresses me also if you have nothing else why not try this one people dont know how pneumonia polio and small pox ravaged society before vaccines lastly no vaccine is 100 i also dont understand the resistance to vaccine trials and now the vaccine itself,1
583021,60831bbf73596eb9adbb9369,1.36E+18,9.56E+17,30/01/2021,side effects of pfizer vaccine may include taking a walk in the snow because it just feels so right or maybe that was the beer,0
373172,6082fa0573596eb9adafb0f2,1.34E+18,1361590843,28/12/2020,pfizer has announced the following side effects among otherstinnitus vomitingpain in the upper abdomenblood in the urine hematuriastrokeglaucomanumbnesssudden cardiac deathheart attackthe sales market of viagra did not seem to be affectedcorona ,0
187390,607aeef70857f5cbcdc0b0c5,1.33E+18,1.25E+18,15/11/2020,theres hope for a covid19 vaccine,3
413836,6083161673596eb9adb230fb,1.36E+18,472212579,31/01/2021,if 8 million people die after vaccine will it be listed covid or vaccine damagemurder is murder those who kill by the sword will die by the swordthose who kill by will die by,2
312665,6081cc2673596eb9adac4347,1.34E+18,2194769084,31/12/2020,    i got polio tetanus diphtheria tb swine fever and probably more chickenpox got when i was 14 the disease but it was in a mild form so no sweat measles got later not a pleasant experience i must say my son got everything everything available i mean vaccines,3
158351,607747050857f5cbcd3de81d,1.33E+18,7.63E+17,23/11/2020,   haha spot on i am not not sure who is at the moment besides pfizer,0
70724,6076b1a70857f5cbcd382b15,1.33E+18,2336601286,30/11/2020, im in the novavax vaccine trial here in the uk with the nhs,0
178645,607aee6c0857f5cbcdc03d20,1.33E+18,3369286269,19/11/2020,curious about covid19 vaccine safety this graphic explains the  review process for all new vaccines  ,3
136708,607746990857f5cbcd3c9bd7,1.33E+18,1.27E+18,29/11/2020, the vaccine that had nothing to do with warp speed is coming from eu trump worp shit had nothing to do with it what trump did was to take us out of worldwide covax to develop and distribute vaccine,0
58209,6076b17c0857f5cbcd377e61,1.33E+18,1.30E+18,30/11/2020,  the trial subject has made a claim sii has made a counter claim two opposite sets of facts and claims one is right question is would everyone believe whoever it is who is right question is can any vaccine with just months of trials as opposed to years be considered safe,0
519386,608318af73596eb9adb7e8e1,1.36E+18,1.08E+18,30/01/2021, thanks im a huge fan and this is very helpful i have an infant and ive heard epidemiologists say he should be in lockdown as weve been for 10 months until he can be vaccinated so at least 2022 i take it thats not a fair conclusion,0
507250,6083187f73596eb9adb73fc6,1.36E+18,7.25E+17,31/01/2021,     the uk vaccinated whilst the eu vacillated it was the same with the purchase of ventilators the uk were placing orders in march 2020 whilst the eu didnt sign up until may seems a pattern of procurement incompetence is emerging from the eu bureaucracy,0
536184,608318f673596eb9adb8cf4a,1.36E+18,1711311420,30/01/2021, it time for you to seek mental consultation train amazon employees to deliver the vaccine at very least  everyone will get vaccinated over nite ,3
526239,608318ce73596eb9adb847a9,1.36E+18,64657863,30/01/2021,the us just passed the point where the number of people vaccinated with at least one dose has surpassed the number of confirmed cases nationwide since this began  though that is likely a significant undercount,3
367232,6082f9ed73596eb9adaf63b7,1.34E+18,914558689,29/12/2020,     do the two doses have to be the same vaccine or can moderna be the second dose for pfizer and vice versa,0
248440,6081b75873596eb9ada89bb2,1.34E+18,1.26E+18,31/12/2020,multiple reports of individuals dying within hours of receiving covid19 vaccine what mainstream media wont tell you ,2
394707,608314b973596eb9adb1295d,1.36E+18,347398835,31/01/2021, private sector developed the vaccine did it not,0
170512,607ae2980857f5cbcdbf7445,1.33E+18,85636975,25/11/2020,latest  and  covid19conversations webinar offers insights on covid19 vaccine development and planning ,0
70518,6076b1a70857f5cbcd382979,1.33E+18,7.41E+17,30/11/2020, wait didnt he say there was no pandemic and everything was blown out of proportion during this time scientists were already working on a vaccine which had nothing to do with this douche bag,0
513214,6083189873596eb9adb7953d,1.36E+18,2420783238,31/01/2021, israel is experiencing similar results amp they have vaccinated at least 13 of the population ,0
569136,60831a8873596eb9adbab8cc,1.36E+18,19935112,31/01/2021,more than 10000 covid19 vaccines administered at states mass vaccination sites ,0
221963,6081b6e473596eb9ada72705,1.34E+18,1.29E+18,31/12/2020, drakeford has decided that you cant have the vaccine unless  you give up fun forever,0
168523,607ae2880857f5cbcdbf59c9,1.33E+18,18060413,27/11/2020,    is their new ai software up amp running yet so they can process the expected high volume of covid19 vaccine adverse drug reactions amp identify any potential safety issues that may represent a direct threat to patient life amp public health  ,1
244655,6081b74973596eb9ada86624,1.34E+18,4898193134,31/12/2020,10 months to plan this out they still are bungling things up many are losing more faith in them to ever vaccinate the united states talks of skipping second dose spreading vaccine out come on experts are grasping at straw ridiculous ,3
465062,608316dd73596eb9adb4efc0,1.36E+18,2324191591,31/01/2021,   he isnt over 65s were thin on the ground in the testing so evidence of efficacy for 65 is also thin on the ground not sure if it has since changed but i believe the vaccine was licensed initially for under 65s,1
300491,6081cbe773596eb9adab85f4,1.34E+18,158863956,31/12/2020,the first wave of covid19 vaccines has begun at sites in livingston newark west caldwell and west orange ,0
36974,6076b1360857f5cbcd36549e,1.33E+18,185909959,30/11/2020, hey doctor i think i have poliotry the vaccine,0
454881,608316b473596eb9adb464fb,1.36E+18,1.26E+18,31/01/2021, i remember you saying britain not joining the eu vaccine scheme proved that brexit was death cultoh dear bit wide of the mark with that one like all your other guff,0
231395,6081b70f73596eb9ada7ad4a,1.34E+18,161209470,31/12/2020, good good take care  ️ did you experience any allergic reaction i heard some people had it my cousin got vaccine as well but she was fine,1
343320,6082f98d73596eb9adae252f,1.34E+18,62601612,31/12/2020, its mad they are doing it for the pfizer vaccine when pfizer have said theres no evidence its a good idea,0
417383,6083162373596eb9adb26197,1.36E+18,2561429863,31/01/2021, well interesting enough they got talking about the new astra zeneca vaccine too that actually contains a bit of the virus unlike the other vaccines they used used old and new technology to produce their vaccine the whole discussion was very interesting to listen to,0
64512,6076b1920857f5cbcd37d4d3,1.33E+18,25988523,30/11/2020,  itll be de facto forced if you want to get on a plane be allowed entry into a foreign country maybe to cross state or provincial borders enroll in a spin or hot yoga class the vaccine certificate will be your passport to these things but legally there will be no compulsion,0
533687,608318ed73596eb9adb8ad15,1.36E+18,287186673,30/01/2021,new post telangana private healthcare workers will be vaccinated against covid19 by feb 5 has been published on zacnetwork health   ,0
60944,6076b1860857f5cbcd37a512,1.33E+18,136272222,30/11/2020,  according to dr judy mikovits if the us is successful in mandating the covid19 vaccine it is entirely possible that just one dose of the vaccine could kill at least 50 million americans,1
299552,6081cbe373596eb9adab787f,1.34E+18,1.26E+18,31/12/2020,  keep it up and well go to an actor told me vaccines were useless and now im in the icu over a preventable disease,1
174577,607aee2d0857f5cbcdc0051c,1.33E+18,7.63E+17,23/11/2020,great news about the    covid19 vaccine  and the first doses could be given as early as next month says   ,3
467855,608316e873596eb9adb51359,1.36E+18,463878132,31/01/2021,covid jab update  ive been told this morning that if you go back a page it says you need to have a letter to book in i wasnt aware of this when the link was shared spent all morning trying to ring around to see if you can still get the vaccine if you book in amp they wont say,0
246385,6081b75073596eb9ada87fb5,1.34E+18,1.26E+18,31/12/2020,the us treasury departments financial crimes enforcement network fincen issued a warning that alerts financial institutions in the united states about increasing ransomware attacks against coronavirus vaccine research organizations,0
58808,6076b17f0857f5cbcd3788ec,1.33E+18,1.27E+18,30/11/2020, who the hell do you think you are to mandate an experimental unsafe vaccine peoples rights to food water social services and being part of the community should not be removed if they choose not to take a potentially deadly harmful vax for a virus with a 99 survival rate,2
266723,6081b7a273596eb9ada99c28,1.34E+18,154614128,31/12/2020, perhaps  could fact check me but im pretty sure thats correct that only the very first people to get the vaccine would be worklocation based and the essential status is narrower than what the states established to keep various business running,0
36371,6076b1330857f5cbcd3649d9,1.33E+18,8.32E+17,30/11/2020,  but we have right not to take it it shouldnt be forced people to take vaccine anymore also not give any governor the chance to control us through covid19 and its vaccine,1
191973,607aef420857f5cbcdc0eebc,1.33E+18,1256043524,11/11/2020,evidence of efficacy safety amp consistent manufacturing are 3 requirements that  must demonstrate to seek emergency use authorization for its potential covid19 vaccine learn more about these key areas pfecolleague ,0
496923,6083184e73596eb9adb6a52a,1.36E+18,76761964,31/01/2021,should i continue to wear a mask social distance maintain good hygiene and avoid large gatheringsyes at this time it is recommended that even vaccinated individuals practice an abundance of cautionlearn more at mostopscovid  showmestrong ,0
289095,6081b7fa73596eb9adaad116,1.34E+18,1132105177,31/12/2020,the office for national statistics published data in may revealing that security officers have one of the highest death rates from covid19 – 457 deaths per 100000 people in the uk  can someone please explain then why they arent mentioned as a priority for the vaccine,0
446464,6083169273596eb9adb3f1ce,1.36E+18,8.62E+17,31/01/2021,cdc reports 16 states have used less than half of their distributed vaccine doses ,0
587914,60831bed73596eb9adbbd55f,1.36E+18,9.37E+17,30/01/2021, i had the pfizer i wasnt called up i am not old enough  i got it at the hospital as a volunteer i hope they have pfizer for the next one i dont fancy a pick n mix,3
242227,6081b73f73596eb9ada84432,1.34E+18,1.04E+18,31/12/2020,    we are debating different points though im saying whatever the rights and wrongs no vaccine no travel mark my words,0
366777,6082f9eb73596eb9adaf5d7b,1.34E+18,7.01E+17,29/12/2020,   is the suggestion that pfizer cant be deployed any faster than it is now  i find that hard to believe but if thats the case were in big trouble,0
19417,6076b0fa0857f5cbcd35561e,1.33E+18,771021350,30/11/2020, no need to mandate if you want to take vaccine then great you dont need to worry about catching it  everyone can do as they choose  vaxers vax anti vaxers dont  free choice to all,1
414249,6083161873596eb9adb2372d,1.36E+18,3037931884,31/01/2021,  looks like ol joe is killing people off at a rate of around 1000 per eohas he found where he misplaced the vaccine yet    ,0
302532,6081cbf173596eb9adaba4ca,1.34E+18,14700224,31/12/2020,one of my biggest resolutions for next year is to achieve better worklife balance im hoping vaccines and a biden administration that takes this seriously will open up the opportunity to travel safely when that happens im taking a real trip somewhere new and exciting,3
26802,6076b1130857f5cbcd35c074,1.33E+18,704616960,30/11/2020,  one more reason i have to not have the vaccine no steps concertresult ,2
33865,6076b12b0857f5cbcd3626bd,1.33E+18,9.88E+17,30/11/2020,and see this study from yale this study tests different messages about vaccinating against covid19we will compare the reported willingness to get a covid19 vaccine at 3 and 6 months of it becoming available,0
557271,60831a4973596eb9adba0bdb,1.36E+18,21931934,31/01/2021,   also our vaccines we buy them from the same companies  that everyone else does until they get delivered to the nhs they are not ours i would imagine the contract that we have has the best endeavours clause that the eu does,0
503495,6083186c73596eb9adb7057d,1.36E+18,1511635784,31/01/2021,should teachers be vaccinated now as a priority,3
49324,6076b15f0857f5cbcd3702e6,1.33E+18,275449298,30/11/2020,we have a second contender entering the covid19 vaccine filing stage ,0
391350,6083105273596eb9adb0f168,1.34E+18,1.24E+18,28/12/2020,   and your wrong moderna was on hunts shopping list,0
306421,6081cc0473596eb9adabe0c6,1.34E+18,2220197672,31/12/2020,mother fers rather take more risks and ration instead of train and hire people or even rehire people who are in retirement to help give vaccines because the country does everything like its a fucking big business ,0
273452,6081b7bd73596eb9ada9f9fa,1.34E+18,339490669,31/12/2020,my dad said hes scared to get the vaccine yet drinks keystone regularly,1
469627,6083173973596eb9adb52c89,1.36E+18,14637342,31/01/2021,a vaccine that was specifically designed to be effective affordable and widely available esp in poor nations has ended up extending the rift between some of the worlds wealthiest economiesits a stunning indictment of the ludicrous state of the world,0
137549,6077469c0857f5cbcd3ca7f2,1.33E+18,264418829,29/11/2020,first doses of pfizers covid19 vaccine on the move  nbc nightly news  via ,0
481874,6083176c73596eb9adb5d0dd,1.36E+18,1.32E+18,31/01/2021, its done to psychologically make you want it more why else would you want an unproven vaccine for something you are 9996 going to survive one that has a 25 chance of having life changing effects in the next 3 months,2
43437,6076b14b0857f5cbcd36af9f,1.33E+18,2506662439,30/11/2020,to prevent the spread of covid19 we are taking every step possible in tandem with the society soon we will be getting vaccine against it but till we dont have it we should not let our guard down prime minister shri narendra modi has said cm shri  ,3
381242,60830fc373596eb9adb04662,1.34E+18,3292183047,31/12/2020,this is my beautiful daughter aubreigh as a nurse shes been working 18 hour days this year fighting against covid19 today she received her favorite christmas present of 2020hopemoderna getthevaccine goodbyecovid ,3
249829,6081b75e73596eb9ada8afa7,1.34E+18,1.25E+18,31/12/2020,  thats simple a vaccine id gives them control by allowing those without a vaccineid to be told where they can and cant go a voterid relinquishes power by eliminating the ability to blanket an entire county with ballots and allowing anybody to vote and vote multiple times,2
554590,60831a3a73596eb9adb9e31b,1.36E+18,126060716,31/01/2021,too early to tell when uk will send vaccines overseas says government minister ,0
464694,608316dc73596eb9adb4ea1a,1.36E+18,159992511,31/01/2021,watch was labour wrong to call for the uk to join the eus vaccine programme  does not answer ,0
552090,60831a2a73596eb9adb9be2d,1.36E+18,288501273,31/01/2021,   listen man you really need to stop reading the sun vaccines arent produced or approved for at least two companies that offered this isnt a pop up shop on queen street amp there arent anywhere near 47 million canadians whos my hero,0
514912,6083189e73596eb9adb7aba3,1.36E+18,169299969,30/01/2021,  great to hear once our parents generally speaking and other high risk people are vaccinated i will feel much better about the state of things the idea of inadvertently spreading something that could easily kill somebodys mom is too much for me,3
306794,6081cc0673596eb9adabe6ab,1.34E+18,5797752,31/12/2020,is it allowed to bring in covid vaccines for personal use palace says in small quantities  via ,0
361567,6082f9d673596eb9adaf18d6,1.34E+18,1.34E+18,29/12/2020,  so moderna and pfizer go out of business while budweiser and marlboro take over the world no there has to be some guidance here,0
247312,6081b75473596eb9ada88ce0,1.34E+18,33579408,31/12/2020,  not warped speed enough for me️im 68 diabetic have other underlying health conditions amp idk how soon ill get a vaccine this was a complete fuck up just like the ppp rollout all trump cares about is reelection actually stealing it not covid jan20bideninauguration ️,3
104139,607730020857f5cbcd3aaced,1.33E+18,1587195596,27/11/2020,hek293 was used in the design research development production and testing of the moderna vaccine,0
274653,6081b7c373596eb9adaa0c28,1.34E+18,2930935453,31/12/2020,india needs to tackle vaccine hesitancy trust issues — clinical scientist gagandeep kang reportstheprinthealth ,0
456696,608316bc73596eb9adb47ea4,1.36E+18,9.56E+17,31/01/2021, freedom is worth any sacrificecase in point  vaccine shamblesi am so happy we are out,3
401087,608315e573596eb9adb18041,1.36E+18,1.06E+18,31/01/2021,mfer just take the fucking vaccine ,3
538194,608319dc73596eb9adb8eeb4,1.36E+18,7.42E+17,31/01/2021, congratulations to the uk government for purchasing vaccines for the uk,3
234980,6081b72073596eb9ada7deaf,1.34E+18,9.60E+17,31/12/2020,  the candidates would have to submit an essay why i think i deserve the vaccine candidates twitter timeline could also be used,0
142434,607746b20857f5cbcd3ceef0,1.33E+18,1.25E+18,27/11/2020,number 14 public letter too director general rte he states government bought 9 million doses of vaccine good times for him and pfizer also i have collected data on vast income rte is receiving in advertising payments from hse and pfizer to be presented in court more,0
10021,6076b0da0857f5cbcd34cc1d,1.33E+18,281591480,30/11/2020,i hope ostrowski is responsible only for logistics of getting vaccine into position  the last mileconverting the vaccine to a shot in someones arm by a healthcare provider in a safe environmentis a very different and very complicated endeavor ,0
229717,6081b70673596eb9ada79423,1.34E+18,1.34E+18,31/12/2020, the best way to eradicate coronavirus effectively without vaccine  plz dont ignore plz go to youtube and search about placebo effect ,1
452848,608316ac73596eb9adb4498f,1.36E+18,18334049,31/01/2021,  im 72i had a covid test on saturdayit was negativebring on the vaccine please,3
300315,6081cbe773596eb9adab8465,1.34E+18,8.99E+17,31/12/2020,   my agency collaborated with ece sites in the past to distribute flu and tdap vaccines to providers and families when pertussis and h1n1 were on the rise meet people where theyre at to increase participation,0
266107,6081b7a073596eb9ada99486,1.34E+18,39511043,31/12/2020,its about a lot more than 600 relief payments eviction memoranda flexible fsas unemployment assistance vaccine distribution – there are plenty of key points to the latest stimulus package that you should know about read more here  ,0
172948,607ae2ba0857f5cbcdbf982f,1.33E+18,358504373,23/11/2020,doctors warn side effects from covid vaccine shots wont be walk in the park   covid19 vaccine covid19timelines  ,1
225346,6081b6f273596eb9ada75697,1.34E+18,7.32E+17,31/12/2020, wow that is way too many for there to be a medical reason for not getting the vaccine,3
517314,608318a773596eb9adb7ccf5,1.36E+18,3316313623,30/01/2021, let american be vaccinated first then american prisoner,0
71951,6076b1ab0857f5cbcd383d9a,1.33E+18,122152563,30/11/2020,     moderna is a frankenstein dna altering never used on humans before technology vaccine stay the hell away from it  once the vaccine alters your dna youre no longer genetically the same person you were born as,2
508482,6083188573596eb9adb75238,1.36E+18,1627177760,31/01/2021,    wtf does that have to do with it thats kinda racist they were blocking and preventing people from getting vaccinated btw youre upstate caliyou dont get to comment on so cal,0
233626,6081b71a73596eb9ada7cb0e,1.34E+18,16350361,31/12/2020,ohio dewine says 60 of nursing home workers not electing to get vaccine  via ,1
402311,608315ea73596eb9adb192f2,1.36E+18,8.15E+17,31/01/2021,gov jared polis received his first dose of the moderna coronavirus vaccine on saturday saying he wanted to lead by example in showing coloradans that it is safe to be inoculated against covid19 really i didnt even really feel it ,0
151525,607746df0857f5cbcd3d78be,1.33E+18,1.02E+18,25/11/2020,    do you even remember how many times he said the virus was going to magically disappear by x daynohe lied to us over and over and over again pfizer didnt even use government funding to develop the cure they specifically came out and said they developed it themselves,0
57522,6076b17b0857f5cbcd37761f,1.33E+18,2570983608,30/11/2020,uk secures another two million doses of modernas covid19 vaccine ,0
206628,6081b6a673596eb9ada64e65,1.34E+18,194808987,31/12/2020,first longterm care residents in ontario receive doses of coronavirus vaccine ,0
528864,608318d873596eb9adb86b19,1.36E+18,3065997369,30/01/2021,   im a passionate europeanbut in terms of vaccination speed  efficiency hasnt the uk done better friends of my age early 70s in londonbelfast have either been vaccinated or will be very soon here in dublin what are we talking about late march april,0
433311,6083166173596eb9adb33f3f,1.36E+18,1.05E+18,31/01/2021, vaccine effect,0
514439,6083189c73596eb9adb7a4ea,1.36E+18,1.13E+18,31/01/2021,   on the newsthe us is targeting having 300 million americans fully vaccinated by the end of junehey trudeauvaccinefail you didnt drop the ball you couldnt even find onetotally inept amateur canada deserves betterwhens our next tax increase,0
156016,607746f80857f5cbcd3dc1a0,1.33E+18,4823936638,24/11/2020,rt  pfizer and biontech apply for emergency authorisation in us for their covid19 vaccine in order to board qantas… ,0
190674,607aef220857f5cbcdc0dd1c,1.33E+18,400469021,12/11/2020,covid19 vaccine trials are not designed to ever track whether severity of infection or mortality is reduced just if there was a positive test volunteers do not include pregnant breastfeeding or very elderly people amp few children dhpsp ,0
